name,description,category,url,scraped_at
Pull Request Auto Labeler,A GitHub bot to label PRs automatically based on title and body against list of defined labels,code-review,https://github.com/marketplace/pull-request-auto-labeler,2025-10-22T05:42:16.682569
PullNotify,"Improved review dashboards, team statistics and realtime Slack notifications",code-review,https://github.com/marketplace/pullnotify,2025-10-22T05:42:16.858677
PR Valet,Automatically merge your pull requests when all tests have passed,code-review,https://github.com/marketplace/pr-valet,2025-10-22T05:42:17.380705
Submit Queue,Block PR merges until base branch is green,code-review,https://github.com/marketplace/submit-queue,2025-10-22T05:42:17.562345
Announcement Drafter,A bot for drafting and publishing new GitHub discussions using pull requests,code-review,https://github.com/marketplace/repo-st,2025-10-22T05:42:17.932329
DontMergeMeYet,"Adds an ""in progress"" status on a pull request to avoid merging it prematurely",code-review,https://github.com/marketplace/dontmergemeyet,2025-10-22T05:42:18.147795
otto JavaScript Security,Protect your application from client-side attacks and 3rd-party vulnerabilities,code-review,https://github.com/marketplace/otto-client-side-security,2025-10-22T05:42:19.648128
Paul The Alien,Paul is a Github Bot that helps with your Git workflows,code-review,https://github.com/marketplace/paul-the-alien,2025-10-22T05:42:19.825441
Check Group,Groups CI checks based on sub-projects for monorepo projects,code-review,https://github.com/marketplace/check-group,2025-10-22T05:42:20.009241
Lightspin IaC,"Scan IaC in your repository to detect security issues, prioritize risks, and prevent risky configurations before deployment",code-review,https://github.com/marketplace/lightspin-iac,2025-10-22T05:42:20.128782
Today I learned (TIL),Capture useful coding tricks from pull request views,code-review,https://github.com/marketplace/today-i-learned-til,2025-10-22T05:42:20.417916
butterb0t,butterb0t automatically add your deploy url to every pull request,code-review,https://github.com/marketplace/butterb0t,2025-10-22T05:42:20.584990
Review Dino,PR reviews reminder for teams,code-review,https://github.com/marketplace/review-dino,2025-10-22T05:42:20.751281
Reviewly,Create take-home projects that you send to your job candidates that simulate real work,code-review,https://github.com/marketplace/reviewly,2025-10-22T05:42:21.113784
Keploy Navigator,"The GitHub bot that automates testing, in your codebase",code-review,https://github.com/marketplace/keploy-navigator,2025-10-22T05:42:21.456855
PR Code Reviewer,AI assisted code reviews - with special focus on idiomatic code in your prefered language,code-review,https://github.com/marketplace/pr-code-reviewer,2025-10-22T05:42:21.629041
Rezensent App,The app splits pull requests into multiple smaller ones for easier reviews,code-review,https://github.com/marketplace/rezensent-app,2025-10-22T05:42:22.140069
Friendly Fire Pull Requests,"Assign code reviewers, notify them via Slack directly, send out reminders, and configure reviewer file patterns",code-review,https://github.com/marketplace/friendly-fire-pr-assignment,2025-10-22T05:42:22.647759
Vulnetix,Effortless Vulnerability Management Automation,code-review,https://github.com/marketplace/vulnetix,2025-10-22T05:42:22.812378
Aspect Workflows,Aspect Workflows GitHub App delivers build and test results directly to pull requests,code-review,https://github.com/marketplace/aspect-workflows-bot,2025-10-22T05:42:24.203804
Sprkl Reviewer,Shorten code reviews. Get a clear view of your Pull Request context and impact before reading a single line of code,code-review,https://github.com/marketplace/sprkl-reviewer,2025-10-22T05:42:24.324193
Diffy - Enhanced Jupyter Notebook Diffs and Reviews,Intuitive diffs and reviews for Jupyter Notebooks,code-review,https://github.com/marketplace/diffy-notebook-reviews,2025-10-22T05:42:24.498602
FixCache,Track bug-prone files from git commit history,code-review,https://github.com/marketplace/fixcache,2025-10-22T05:42:25.026205
WIP App,WIP App is a fork of WIP which allows developers to block merging of pull requests containing WIP in the title,code-review,https://github.com/marketplace/wip-app,2025-10-22T05:42:25.203050
CodeSync Playback,"Modernizing code management, we blend playback tech with IDE convenience for a groundbreaking approach to code reviews",code-review,https://github.com/marketplace/codesync-playback,2025-10-22T05:42:25.373308
GStraccini-bot,"Automate GitHub flows for pull request, comments and issues",code-review,https://github.com/marketplace/gstraccini-bot,2025-10-22T05:42:25.559794
badging-bot,A GitHub App that helps to coordinate the workflow of the D&I Badging by CHAOSSProj,code-review,https://github.com/marketplace/badging-bot,2025-10-22T05:42:25.729504
TakeMyApproval,a bot that automatically adds a GIF to your PR whenever it gets an approval ✅,code-review,https://github.com/marketplace/takemyapproval,2025-10-22T05:42:26.371988
sweetr.dev,Git Analytics and DX Automations,code-review,https://github.com/marketplace/sweetr-dev,2025-10-22T05:42:26.726237
State Backed Machine Visualizer,Add PR comments visualizing added or changed XState state machines,code-review,https://github.com/marketplace/state-backed-machine-visualizer,2025-10-22T05:42:26.887558
DevTodoS,Never Miss a Todo Comment Again,code-review,https://github.com/marketplace/devtodos,2025-10-22T05:42:27.053005
pairbot,"Close more issues, ship more features, and pair program with others",code-review,https://github.com/marketplace/pairbot,2025-10-22T05:42:27.399865
PhantomCop,Show bugs in Pull Request review,code-review,https://github.com/marketplace/phantomcop,2025-10-22T05:42:29.256689
2review.app,Lists pull requests awaiting your review,code-review,https://github.com/marketplace/2review-app,2025-10-22T05:42:29.434365
Pull Request Size Labels and Jira Links,"Automatically label your Pull Requests by Size, Code Review Actions and also link Jira",code-review,https://github.com/marketplace/size-labels-and-jira-links,2025-10-22T05:42:30.161629
Gravity CI,Gravity monitors build artifact sizes to prevent accidental increases – right in your CI pipeline,code-review,https://github.com/marketplace/gravity-ci,2025-10-22T05:42:30.425176
Review Lens,Visual Feedback For UI Reviews,code-review,https://github.com/marketplace/review-lens,2025-10-22T05:42:31.255385
Rapticore Cloud,IaC code review and remediation,code-review,https://github.com/marketplace/rapticore-cloud,2025-10-22T05:42:32.127274
Uncode Review,PR notifications and insights that your team won't mute,code-review,https://github.com/marketplace/uncode-review,2025-10-22T05:42:33.486735
Sentinelus,The ready-made integration for your github project that will help you improve the quality and reliability of your,code-review,https://github.com/marketplace/sentinelus,2025-10-22T05:42:34.296113
runprbot,"Automate Pull Request sharing in Slack, keep them in sync, and much more",code-review,https://github.com/marketplace/runprbot,2025-10-22T05:42:34.434847
RemindersBot,This bot reminds you about PRs & Issues (when you ask it to),code-review,https://github.com/marketplace/remindersbot,2025-10-22T05:42:34.718254
Prizm Pulse,GitHub app for DQLabs that tracks impacted assets on PR merge by analyzing model changes for lineage and root cause analysis,code-review,https://github.com/marketplace/prizm-pulse,2025-10-22T05:42:35.064285
BlueOptima Secrets Detection,Auto-scan every PR for secrets—stay secure without leaving GitHub,code-review,https://github.com/marketplace/blueoptima-secrets-detection,2025-10-22T05:42:35.147654
PRHero,A better way to review pull requests,code-review,https://github.com/marketplace/prhero,2025-10-22T05:42:35.258501
Cloud Browser,Cloud-enabled shared browser session,code-review,https://github.com/marketplace/cloud-browser,2025-10-22T05:42:35.389531
OneSidebar,"OneSidebar is a browser extension for navigating GitHub, with a sidebar",code-review,https://github.com/marketplace/onesidebar,2025-10-22T05:42:35.561739
lancer-extension,For allowing the lancer extension to merge pull requests,code-review,https://github.com/marketplace/lancer-extension,2025-10-22T05:42:35.734131
Bridgecrew,"Find and fix security and compliance issues in Terraform, AWS Cloudformation, ARM templates, Kubernetes, and more",code-scanning-ready,https://github.com/marketplace/bridgecrew,2025-10-22T05:42:37.607077
Prisma Cloud Code Security,"A single tool for securing IaC, container images and open source software across all modern architectures and software supply",code-scanning-ready,https://github.com/marketplace/prisma-cloud-code-security,2025-10-22T05:42:37.789076
Accurics,Detect policy violations across Infrastructure as Code and programmatically fix them with automated pull requests,code-scanning-ready,https://github.com/marketplace/accurics,2025-10-22T05:42:37.860334
Data Theorem (SAST),Find & fix security vulnerabilities as code is written,code-scanning-ready,https://github.com/marketplace/data-theorem-sast,2025-10-22T05:42:37.964911
Kodem Security,Simpler AppSec awaits you,code-scanning-ready,https://github.com/marketplace/kodem-security,2025-10-22T05:42:38.141431
Resourcely Inc,Resourcely helps businesses create secure-by-default infrastructure resources and prevents security misconfigurations,code-scanning-ready,https://github.com/marketplace/resourcely-inc,2025-10-22T05:42:38.490932
cobrella,The code analysis tool for the python language,code-scanning-ready,https://github.com/marketplace/cobrella,2025-10-22T05:42:38.768106
Leet Hub,LeetHub is a chrome extension that automatically pushes your code to GitHub when you solve any Leetcode problem,code-search,https://github.com/marketplace/leet-hub,2025-10-22T05:42:40.595527
CodeHub-Extension,CodeHub is an open-source browser extension that automatically pushes your Codewars submissions to GitHub,code-search,https://github.com/marketplace/codehub-extension,2025-10-22T05:42:40.922328
Samlook Crypto,Samlook full Stark dev,code-search,https://github.com/marketplace/samlook-crypto,2025-10-22T05:42:41.097366
committrs.io,committrs,code-search,https://github.com/marketplace/committrs-io,2025-10-22T05:42:41.815765
PingSafe,Cloud Security Loaded with Hacker Intelligence,code-search,https://github.com/marketplace/pingsafe-ai,2025-10-22T05:42:41.996958
Google Cloud Build,"Build, test, & deploy in a fast, consistent, and secure manner",container-ci,https://github.com/marketplace/google-cloud-build,2025-10-22T05:42:43.924583
webapp.io,Full-stack review environments and end-to-end tests embedded into every pull request,container-ci,https://github.com/marketplace/layer-ci,2025-10-22T05:42:44.075831
Cirrus CI,Enjoy unlimited concurrency for fast and secure development cycle,container-ci,https://github.com/marketplace/cirrus-ci,2025-10-22T05:42:44.257197
GradientCI,GradientCI: Add a simple config file to your GitHub repo to train ML models directly from git commits,container-ci,https://github.com/marketplace/gradientci,2025-10-22T05:42:44.433064
Jetify Cloud,Spin up a cloud development environment on the edge in seconds. Deploy to Jetify Cloud with 1-click,container-ci,https://github.com/marketplace/devbox-cloud,2025-10-22T05:42:44.614774
Faable Deploy,"Fast deployment and hosting for Node.js. Compatible with Express and Fastify, connect your repository and enjoy",container-ci,https://github.com/marketplace/faable-cloud,2025-10-22T05:42:44.728329
